Абсолютный путь;Относительный путь;Класс
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0039.jpg;dataset/random_dataset/1214.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0040.jpg;dataset/random_dataset/1487.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0041.jpg;dataset/random_dataset/6684.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0042.jpg;dataset/random_dataset/0862.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0043.jpg;dataset/random_dataset/1956.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0044.jpg;dataset/random_dataset/8103.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0045.jpg;dataset/random_dataset/3987.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0046.jpg;dataset/random_dataset/9748.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0047.jpg;dataset/random_dataset/7231.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0048.jpg;dataset/random_dataset/2999.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0049.jpg;dataset/random_dataset/2294.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0050.jpg;dataset/random_dataset/7075.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0051.jpg;dataset/random_dataset/1114.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0052.jpg;dataset/random_dataset/7590.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0053.jpg;dataset/random_dataset/1456.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0054.jpg;dataset/random_dataset/4118.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0055.jpg;dataset/random_dataset/2799.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0056.jpg;dataset/random_dataset/0370.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0057.jpg;dataset/random_dataset/5048.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0058.jpg;dataset/random_dataset/7908.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0059.jpg;dataset/random_dataset/2245.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0060.jpg;dataset/random_dataset/3856.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0061.jpg;dataset/random_dataset/8783.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0062.jpg;dataset/random_dataset/3878.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0063.jpg;dataset/random_dataset/7067.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0064.jpg;dataset/random_dataset/1152.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0065.jpg;dataset/random_dataset/3532.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0066.jpg;dataset/random_dataset/6963.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0067.jpg;dataset/random_dataset/3417.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0068.jpg;dataset/random_dataset/2576.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0069.jpg;dataset/random_dataset/0523.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0070.jpg;dataset/random_dataset/8279.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0071.jpg;dataset/random_dataset/1942.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0072.jpg;dataset/random_dataset/0181.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0073.jpg;dataset/random_dataset/2971.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0074.jpg;dataset/random_dataset/5241.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0075.jpg;dataset/random_dataset/0210.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0076.jpg;dataset/random_dataset/9258.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0077.jpg;dataset/random_dataset/1689.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0078.jpg;dataset/random_dataset/0162.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0079.jpg;dataset/random_dataset/0165.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0080.jpg;dataset/random_dataset/4434.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0081.jpg;dataset/random_dataset/5497.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0082.jpg;dataset/random_dataset/8526.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0083.jpg;dataset/random_dataset/6301.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0084.jpg;dataset/random_dataset/9685.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0085.jpg;dataset/random_dataset/3999.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0086.jpg;dataset/random_dataset/2434.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0087.jpg;dataset/random_dataset/2251.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0088.jpg;dataset/random_dataset/2852.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0089.jpg;dataset/random_dataset/7069.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0090.jpg;dataset/random_dataset/9733.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0091.jpg;dataset/random_dataset/6349.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0092.jpg;dataset/random_dataset/1428.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0093.jpg;dataset/random_dataset/1038.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0094.jpg;dataset/random_dataset/2383.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0095.jpg;dataset/random_dataset/7174.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0096.jpg;dataset/random_dataset/0765.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0097.jpg;dataset/random_dataset/7201.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0098.jpg;dataset/random_dataset/7252.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0099.jpg;dataset/random_dataset/6004.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0100.jpg;dataset/random_dataset/1090.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0101.jpg;dataset/random_dataset/4317.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0102.jpg;dataset/random_dataset/9049.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0103.jpg;dataset/random_dataset/9841.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0104.jpg;dataset/random_dataset/1953.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0105.jpg;dataset/random_dataset/7611.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0106.jpg;dataset/random_dataset/9742.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0107.jpg;dataset/random_dataset/6051.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0108.jpg;dataset/random_dataset/1212.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0109.jpg;dataset/random_dataset/0324.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0110.jpg;dataset/random_dataset/0320.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0111.jpg;dataset/random_dataset/1473.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0112.jpg;dataset/random_dataset/3456.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0113.jpg;dataset/random_dataset/3307.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0114.jpg;dataset/random_dataset/1736.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0115.jpg;dataset/random_dataset/3847.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0116.jpg;dataset/random_dataset/6978.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0117.jpg;dataset/random_dataset/6371.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0118.jpg;dataset/random_dataset/3034.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0119.jpg;dataset/random_dataset/8040.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0120.jpg;dataset/random_dataset/1955.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0121.jpg;dataset/random_dataset/4352.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0122.jpg;dataset/random_dataset/8425.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0123.jpg;dataset/random_dataset/6234.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0124.jpg;dataset/random_dataset/0669.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0125.jpg;dataset/random_dataset/6415.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0126.jpg;dataset/random_dataset/5375.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0127.jpg;dataset/random_dataset/6506.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0128.jpg;dataset/random_dataset/1658.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0129.jpg;dataset/random_dataset/5580.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0130.jpg;dataset/random_dataset/0540.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0131.jpg;dataset/random_dataset/2629.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0132.jpg;dataset/random_dataset/3094.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0133.jpg;dataset/random_dataset/4337.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0134.jpg;dataset/random_dataset/4340.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0135.jpg;dataset/random_dataset/4939.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0136.jpg;dataset/random_dataset/8803.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0137.jpg;dataset/random_dataset/8765.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0138.jpg;dataset/random_dataset/0641.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0139.jpg;dataset/random_dataset/9552.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0140.jpg;dataset/random_dataset/6891.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0141.jpg;dataset/random_dataset/9056.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0142.jpg;dataset/random_dataset/3570.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0143.jpg;dataset/random_dataset/9676.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0144.jpg;dataset/random_dataset/7284.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0145.jpg;dataset/random_dataset/0404.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0146.jpg;dataset/random_dataset/2911.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0147.jpg;dataset/random_dataset/3331.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0148.jpg;dataset/random_dataset/8781.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0149.jpg;dataset/random_dataset/2094.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0150.jpg;dataset/random_dataset/6424.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0151.jpg;dataset/random_dataset/3430.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0152.jpg;dataset/random_dataset/0401.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0153.jpg;dataset/random_dataset/0962.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0154.jpg;dataset/random_dataset/9933.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0155.jpg;dataset/random_dataset/1860.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0156.jpg;dataset/random_dataset/1209.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0157.jpg;dataset/random_dataset/7062.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0158.jpg;dataset/random_dataset/2066.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0159.jpg;dataset/random_dataset/9111.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0160.jpg;dataset/random_dataset/5760.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0161.jpg;dataset/random_dataset/2786.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0162.jpg;dataset/random_dataset/8564.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0163.jpg;dataset/random_dataset/4625.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0164.jpg;dataset/random_dataset/0402.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0165.jpg;dataset/random_dataset/6335.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0166.jpg;dataset/random_dataset/5271.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0167.jpg;dataset/random_dataset/9453.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0168.jpg;dataset/random_dataset/8456.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0169.jpg;dataset/random_dataset/4278.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0170.jpg;dataset/random_dataset/6720.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0171.jpg;dataset/random_dataset/7221.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0172.jpg;dataset/random_dataset/0949.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0173.jpg;dataset/random_dataset/2297.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0174.jpg;dataset/random_dataset/1287.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0175.jpg;dataset/random_dataset/4215.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0176.jpg;dataset/random_dataset/8976.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0177.jpg;dataset/random_dataset/4843.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0178.jpg;dataset/random_dataset/3629.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0179.jpg;dataset/random_dataset/0779.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0180.jpg;dataset/random_dataset/4217.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0181.jpg;dataset/random_dataset/5539.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0182.jpg;dataset/random_dataset/9343.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0183.jpg;dataset/random_dataset/6987.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0184.jpg;dataset/random_dataset/5852.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0185.jpg;dataset/random_dataset/5101.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0186.jpg;dataset/random_dataset/3968.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0187.jpg;dataset/random_dataset/5759.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0188.jpg;dataset/random_dataset/1992.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0189.jpg;dataset/random_dataset/6024.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0190.jpg;dataset/random_dataset/1249.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0191.jpg;dataset/random_dataset/2801.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0192.jpg;dataset/random_dataset/3515.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0193.jpg;dataset/random_dataset/4771.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0194.jpg;dataset/random_dataset/3324.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0195.jpg;dataset/random_dataset/4929.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0196.jpg;dataset/random_dataset/1230.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0197.jpg;dataset/random_dataset/9015.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0198.jpg;dataset/random_dataset/0153.jpg;rose
C:\Users\dstep\OneDrive\Рабочий стол\lab2 py\lab2-py\dataset\rose\0199.jpg;dataset/random_dataset/3903.jpg;rose
